id,resturant_name,menu_item,item_description
3707,Lychee Restaurant #2,Hunan Chicken (Large),
3708,Lychee Restaurant #2,Kung Pao Chicken (Large),
3709,Lychee Restaurant #2,Moo Goo Gai Pan (Large),
3710,Lychee Restaurant #2,Orange Chicken (Large),
3711,Lychee Restaurant #2,Sesame Chicken (Large),
3712,Lychee Restaurant #2,Sweet Sour Chicken (Large),
3713,Lychee Restaurant #2,Szechuan Chicken (Large),
3714,Lychee Restaurant #2,Chicken w. Eggplant (Large),
3715,Lychee Restaurant #2,Chicken w. Mushroom (Large),
3716,Lychee Restaurant #2,Double Cooked Chicken (Large),
3717,Lychee Restaurant #2,Peking Chicken (Large),
3718,Lychee Restaurant #2,Pepper Chicken w. Onion(Large),
3719,Lychee Restaurant #2,Double Cooked Pork (Large),
3720,Lychee Restaurant #2,Hot Spicy Pork (Large),
3721,Lychee Restaurant #2,Hunan Pork (Large),
3722,Lychee Restaurant #2,Peking Prok (Large),
3723,Lychee Restaurant #2,Pork w. Black Bean Sauce (Large),
3724,Lychee Restaurant #2,Pork w. Mushroom (Large),
3725,Lychee Restaurant #2,Pork w. String Bean (Large),
3726,Lychee Restaurant #2,Pork w.Eggplant (Large),
3727,Lychee Restaurant #2,Pork w.Garlic Sauce (Large),
3728,Lychee Restaurant #2,Roast Pork w. Chinese Veg. (Large),
3729,Lychee Restaurant #2,Roast Pork w.Broccoli (Large),
3730,Lychee Restaurant #2,Szechuan Pork (Large),
3731,Lychee Restaurant #2,Beef w. Black Sauce  (Large),
3732,Lychee Restaurant #2,Beef w. Eggplant  (Large),
3733,Lychee Restaurant #2,Beef w. Garlic Sauce  (Large),
3734,Lychee Restaurant #2,Beef w. Mushroom  (Large),
3735,Lychee Restaurant #2,Beef w. String Bean  (Large),
3736,Lychee Restaurant #2,Beef w.Broccoli (Large),
3737,Lychee Restaurant #2,Beef w.Mixed Vegs  (Large),
3738,Lychee Restaurant #2,Curry Beef  (Large),
3739,Lychee Restaurant #2,Hot Spicy Beef  (Large),
3740,Lychee Restaurant #2,Hunan Beef  (Large),
3741,Lychee Restaurant #2,Peking Beef  (Large),
3742,Lychee Restaurant #2,Pepper Steak w. Onion  (Large),
3743,Lychee Restaurant #2,Szechuan Beef  (Large),
3744,Lychee Restaurant #2,Curry Shrimp  (Large),
3745,Lychee Restaurant #2,Hot Spicy Shrimp  (Large),
3746,Lychee Restaurant #2,Hunan Shrimp  (Large),
3747,Lychee Restaurant #2,Kung Pao Shrimp  (Large),
3748,Lychee Restaurant #2,Pineapple Shrimp  (Large),
3749,Lychee Restaurant #2,Shrimp w. Black Bean Sauce  (Large),
3750,Lychee Restaurant #2,Shrimp w. Garlic Sauce  (Large),
3751,Lychee Restaurant #2,Shrimp w. Mix Veg  (Large),
3752,Lychee Restaurant #2,Shrimp w.Broccoli  (Large),
3753,Lychee Restaurant #2,Shrimp w.Cashew Nut  (Large),
3754,Lychee Restaurant #2,Shrimp w.Lobster Sauce  (Large),
3755,Lychee Restaurant #2,Szechuan Shrimp  (Large),
3756,Lychee Restaurant #2,Beef Fried Rice,
3757,Lychee Restaurant #2,Chicken Fried Rice,
3758,Lychee Restaurant #2,Egg Fried Rice,
3759,Lychee Restaurant #2,House Special Fried Rice,
3760,Lychee Restaurant #2,Plain Fried Rice,
3761,Lychee Restaurant #2,Pork Fried Rice,
3762,Lychee Restaurant #2,Shrimp Fried Rice,
3763,Lychee Restaurant #2,Veg. Fried Rice,
3764,Lychee Restaurant #2,Beef Lo Mein,
3765,Lychee Restaurant #2,Chicken Lo Mein,
3766,Lychee Restaurant #2,House Special Lo Mein,
3767,Lychee Restaurant #2,Plain Lo Mein,
3768,Lychee Restaurant #2,Roast Pork Lo Mein,
3769,Lychee Restaurant #2,Shrimp Lo Mein,
3770,Lychee Restaurant #2,Veg. Lo Mein,
3771,Lychee Restaurant #2,Beef Mei Fun,
3772,Lychee Restaurant #2,Chicken Mei Fun,
3773,Lychee Restaurant #2,House Special Mei Fun,
3774,Lychee Restaurant #2,Plain Mei Fun,
3775,Lychee Restaurant #2,Pork Mei Fun,
3776,Lychee Restaurant #2,Shrimp Mei Fun,
3777,Lychee Restaurant #2,Singapore Mei Fun,
3778,Lychee Restaurant #2,Veg. Mei Fun,
3779,Lychee Restaurant #2,Steamed Broccoli,
3780,Lychee Restaurant #2,Steamed Chicken w. Broccoli,
3781,Lychee Restaurant #2,Steamed Chicken w. Veg.,
3782,Lychee Restaurant #2,Steamed Fresh Mixed Vegs.,
3783,Lychee Restaurant #2,Steamed Seafood Delight,
3784,Lychee Restaurant #2,Steamed Shrimp w.Broccoli,
3785,Lychee Restaurant #2,Steamed Shrimp w.Veg.,
3786,Lychee Restaurant #2,Steamed Tofu w. Veg.,
3787,Lychee Restaurant #2,Beef w.Scallop,Includes your choice of rice.
3788,Lychee Restaurant #2,Classic Garlic Souce,"Chicken, jumbo shrimp, beef and vegetable with garlic sauce. Includes your choice of rice."
3789,Lychee Restaurant #2,General Tso's Chicken(Wheat Meat),With white meat. Includes your choice of rice.
3790,Lychee Restaurant #2,Happy Family,"Chunk of lobster, jumbo shrimp, roast pork, chicken, beef, mushroom and Chinese vegetables. Includes your choice of rice."
3791,Lychee Restaurant #2,"Hawaii Five ""O""","Sliced tender chicken, beef, roast pork, jumbo shrimp and scallop with assorted vegetable in chef special sauce. Includes your choice of rice."
3792,Lychee Restaurant #2,Honey Chicken(Wheat Meat),
3793,Lychee Restaurant #2,House Special Pan Fried Noodle,"Combination of lobster, jumbo shrimp, roast pork, chicken and beef with vegetables in brown sauce with crunchy noodles nest."
3794,Lychee Restaurant #2,Hunan Delight,Chicken and jumbo shrimp with vegetables in spicy black bean sauce. Includes your choice of rice.
3795,Lychee Restaurant #2,Mongolian Beef w. Scallion,Sliced beef cooked onion and scallions in special sweet teriyaki spicy sauce. Includes your choice of rice.
3796,Lychee Restaurant #2,Moo Shu Beef,Served with pancakes and sauce.
3797,Lychee Restaurant #2,Moo Shu Chicken,Served with pancakes and sauce.
3798,Lychee Restaurant #2,Moo Shu Pork,Served with pancakes and sauce.
3799,Lychee Restaurant #2,Moo Shu Shrimp,
3800,Lychee Restaurant #2,Orange Beef,Includes your choice of rice.
3801,Lychee Restaurant #2,Orange Chicken(Wheat Meat),With white meat. Includes your choice of rice.
3802,Lychee Restaurant #2,Scallops w. Mixed Vegs.,
3803,Lychee Restaurant #2,Seafood Delight,"Lobster, scallops, crab meat and shrimp with fresh vegetables in white sauce. Includes your choice of rice."
3804,Lychee Restaurant #2,Seafood Pan Fried Noodles,"Combination of seafood that includes lobster, shrimp and scallop with assorted vegetable in a savory white sauce with crunchy noodles nest."
3805,Lychee Restaurant #2,Sesame Chicken(Wheat Meat),With white meat. Includes your choice of rice.
3806,Lychee Restaurant #2,Subgum Wonton,"Combination of chicken, beef, roast pork and and assorted vegetable. Fried wonton inside. Includes your choice of rice."
3807,Lychee Restaurant #2,Triple Szechuan,"Jumbo shrimp, beef and chicken with green pepper, onion and hot spicy sauce. Includes your choice of rice."
3808,Lychee Restaurant #2,Beef Egg Foo Young,
3809,Lychee Restaurant #2,Chicken Egg Foo Yong,
3810,Lychee Restaurant #2,House Special Egg Foo Young,
3811,Lychee Restaurant #2,Pork Egg Foo Yong,
3812,Lychee Restaurant #2,Shrimp Egg Foo Yong,
3813,Lychee Restaurant #2,Veg Egg Foo Yong,
3814,Lychee Restaurant #2,Kid Honey Chicken,
3815,Lychee Restaurant #2,Kid Plain Fried Rice,
3816,Lychee Restaurant #2,Kid Plain Lo Mein,
3817,Lychee Restaurant #2,Kid Sauteed Broccoli,
3818,Lychee Restaurant #2,Kid Sweet & Sour Chicken,
3819,Lychee Restaurant #2,Appetizer,<br/>
3820,Lychee Restaurant #2,Beef,
3821,Lychee Restaurant #2,Fried Rice,<br/>
3822,Lychee Restaurant #2,Noodles,<br/>
3823,Lychee Restaurant #2,Pork,
3824,Lychee Restaurant #2,Poultry,
3825,Lychee Restaurant #2,Shrimp,
3826,Lychee Restaurant #2,Vegetable,
3827,Lychee Restaurant #2,Black bean sauce,
3828,Lychee Restaurant #2,Brown Rice (Qt),
3829,Lychee Restaurant #2,Brown Rice(S),
3830,Lychee Restaurant #2,Brown sauce,
3831,Lychee Restaurant #2,Crispy Noodles,
3832,Lychee Restaurant #2,Curry Sauce,
3833,Lychee Restaurant #2,Duck Sauce,
3834,Lychee Restaurant #2,Dumpling Sauce,
3835,Lychee Restaurant #2,Garlic sauce,
3836,Lychee Restaurant #2,General Tso's Sauce,
3837,Lychee Restaurant #2,Hot Oil,
3838,Lychee Restaurant #2,Hot Spicy Sauce,
3839,Lychee Restaurant #2,Hunan sauce,
3840,Lychee Restaurant #2,Mustard,
3841,Lychee Restaurant #2,Orange Sauce,
3842,Lychee Restaurant #2,Peking Sauce,
3843,Lychee Restaurant #2,Soy Sauce,
3844,Lychee Restaurant #2,Sweet sour sauce,
3845,Lychee Restaurant #2,Szechuan sauce,
3846,Lychee Restaurant #2,White Rice(S),
3847,Lychee Restaurant #2,White Rice (L),
3848,Lychee Restaurant #2,White Sauce,
3849,Lychee Restaurant #2,Coke,
3850,Lychee Restaurant #2,Diet Coke,
3851,Lychee Restaurant #2,Iced Tea Can,
3852,Lychee Restaurant #2,Mountain Dew Can,
3853,Lychee Restaurant #2,Sprite,
3854,Lychee Restaurant #2,Water,
3855,Xi'an Grill,Beef Hot Spicy Pot (肥牛麻辣香锅),Come with white rice.
3856,Xi'an Grill,Hot and Spicy Chicken Platter (大盘鸡),"This is hot stir-fried bone chicken, including chicken sweet pepper, onion, and potato, noodles. The chicken includes bone. Come with white rice."
3857,Xi'an Grill,Spicy Broth (麻辣烫),"Bowl, includes beef, fish, tofu, pork links, veggies, and soup."
3858,Xi'an Grill,Fatty Beef Oil Sprinkled Handmade Noodles (肥牛 油泼面),If you want your stir noodle not spicy please just let us know.
3859,Xi'an Grill,Roast Duck Over Rice (琵琶鸭饭),Roast duck veggie and white rice. Come with white rice.
3860,Xi'an Grill,BBQ LAMB 烤羊肉串卷,"It comes with cucumber,   tomatos, lettuce, and Special Mayonnaise."
3861,Xi'an Grill,BBQ Chicken burritos,"It comes with cucumber,   tomatos, lettuce, and Special Mayonnaise."
3862,Xi'an Grill,BBQ Beef Burrito,"It comes with cucumber,   tomatos, lettuce, and Special Mayonnaise."
3863,Xi'an Grill,Beef Hot Spicy Pot (肥牛麻辣香锅),Come with white rice.
3864,Xi'an Grill,Vegetable Hot Spicy Pot (蔬菜麻辣香锅),Come with white rice.
3865,Xi'an Grill,Roast Duck Over Rice (琵琶鸭饭),Roast duck veggie and white rice. Come with white rice.
3866,Xi'an Grill,Beef Stew with White Rice (牛肉饭),Sauteed beef with steamed rice. Come with white rice.
3867,Xi'an Grill,Hot and Spicy Chicken Platter (大盘鸡),"This is hot stir-fried bone chicken, including chicken sweet pepper, onion, and potato, noodles. The chicken includes bone. Come with white rice."
3868,Xi'an Grill,Pork Spare Ribs with White Rice (排骨饭),Come with white rice.
3869,Xi'an Grill,Tomato Egg (西红柿鸡蛋饭),It comes with white rice and broccoli. Come with white rice.
3870,Xi'an Grill,Roast Duck Sprinkle Noodle Spicy (琵琶鸭油泼面),Come with white rice.
3871,Xi'an Grill,Chicken Spicy POT 鸡肉麻辣香锅,
3872,Xi'an Grill,Roast Duck Ramen Noodles Soup,Come with white rice.
3873,Xi'an Grill,White Rice (白饭),Come with white rice.
3874,Xi'an Grill,Chicken Leg Quarter with Rice (鸡肉饭),It comes with white rice and broccoli. Come with white rice.
3875,Xi'an Grill,Roast Duck Udon Soup,Come with white rice.
3876,Xi'an Grill,"Chicken Wing (1 pc), Lamb, Beef","Each order comes with 3 sticks, and every order comes with white rice and veggies. You can choose any  3 skewers and it comes with white rice. And steam vegetables.  If you don't like spicy. Please note it."
3877,Xi'an Grill,"Chicken, Lamb, Beef Skewer","Each order comes with one stick of chicken, beef, and lamb, every order comes with white rice and veggies. You can choose any  3 skewers and it comes with white rice. And steam vegetables.  If you don't like spicy; please note it."
3878,Xi'an Grill,"Chicken, Sausage, Beef","Each order comes with one stick of chicken, beef, and lamb, every order comes with white rice and veggies. You can choose any  3 skewers and it comes with white rice. And steam vegetables.  If you don't like spicy; please note it."
3879,Xi'an Grill,"Beef Tendon, Lamb , Beef",Each order comes with 3 sticks every order comes with white rice and steamed broccoli. You can choose any  3 skewers and it comes with white rice. And steam vegetables.  If you don't like spicy; please note it.
3880,Xi'an Grill,"Fish Tofu , Beef , Chicken","Each order comes with one stick of chicken, beef, and lamb, every order comes with white rice and veggies. You can choose any  3 skewers and it comes with white rice. And steam vegetables.  If you don't like spicy; please note it."
3881,Xi'an Grill,Beef Udon Soup (牛肉乌冬面),Japanese udon noodles.
3882,Xi'an Grill,Pork Spare Rib Udon Soup (排骨乌冬面),Japanese udon noodles.
3883,Xi'an Grill,Chicken Udon Soup (鸡肉乌冬面),Japanese udon noodles.
3884,Xi'an Grill,Mountain Qi Pork Minced Udon Soup (臊子乌冬面),Japanese udon noodles.
3885,Xi'an Grill,Veggie Udon Soup (蔬菜乌冬面),Japanese udon noodles.
3886,Xi'an Grill,Beef Offal Udon Soup (牛杂乌冬面),Japanese udon noodles.
3887,Xi'an Grill,Tomato Egg Udon Soup (西红柿乌冬面),Japanese udon noodles.
3888,Xi'an Grill,Fat Cattle Udon Soup (肥牛乌冬),Japanese udon noodles.
3889,Xi'an Grill,Beef On Stick 牛肉串/pc,
3890,Xi'an Grill,Lamb On Stick 1PC 羊肉串,
3891,Xi'an Grill,Squid on Stick (鱿鱼串),"The sticker all prefers spicy, if not like spicy please mark it as not spicy."
3892,Xi'an Grill,Chicken on Stick,
3893,Xi'an Grill,Chicken middle join wing2pc,
3894,Xi'an Grill,Beef Tendon On Stick 牛筋串,
3895,Xi'an Grill,Fatty Beef Oil Sprinkled Handmade Noodles (肥牛 油泼面),If you want your stir noodle not spicy please just let us know.
3896,Xi'an Grill,Beef of Algal Oil Sprinkled Handmade Noodles (油泼面牛杂),If you want your stir noodle not spicy please just let us know.
3897,Xi'an Grill,Pork Oil Sprinkled Handmade Noodles (臊子油泼面),If you want your stir noodle not spicy please just let us know.
3898,Xi'an Grill,Beef Oil Sprinkled Handmade Noodles (牛腩油泼面),If you want your stir noodle not spicy please just let us know.
3899,Xi'an Grill,Pork Rib  Sprinkled Handmade Noodles (排骨 油泼面),If you want your stir noodle not spicy please just let us know.
3900,Xi'an Grill,Veggie Oil Sprinkled Handmade Noodles (油泼面),If you want your stir noodle not spicy please just let us know.
3901,Xi'an Grill,Beef Stew Soaked Bun (牛肉泡馍),
3902,Xi'an Grill,Kong Dong Stew (关东煮),
3903,Xi'an Grill,Jelly Noodle (凉皮),
3904,Xi'an Grill,Xiao Long Dumpling,
3905,Xi'an Grill,Spicy Broth (麻辣烫),"Bowl, includes beef, fish, tofu, pork links, veggies, and soup."
3906,Xi'an Grill,White Rice (白饭),
3907,Xi'an Grill,Shrimp Dumplings (水晶虾饺),
3908,Xi'an Grill,Beef Handmade Noodle Soup (牛肉面),
3909,Xi'an Grill,Beef Offal Handmade Noodle (牛杂手工面),Thick noodles.
3910,Xi'an Grill,Pork Spare Ribs Handmade Noodle Soup (排骨面),
3911,Xi'an Grill,Mountain Qi Pork Minced Handmade Noodles (臊子面),
3912,Xi'an Grill,Tomato and Egg Handmade Noodle Soup 西红柿鸡蛋面,
3913,Xi'an Grill,Oil Sprinkled Handmade Noodles (油泼面),
3914,Xi'an Grill,Sesame Cold Noodles (冷面),
3915,Xi'an Grill,Spicy Beef Oil Sprinkled Handmade Noodles (辣牛肉面),
3916,Xi'an Grill,Vegetable Handmade Noodle Soup (蔬菜面),
3917,Xi'an Grill,Beef Handmade Noodle (肥牛手工面),
3918,Xi'an Grill,Chinese Pork Burger (肉夹馍),
3919,Xi'an Grill,Chinese Beef Burger (牛肉夹馍),
3920,Xi'an Grill,Ribs Vermicelli (排骨米线),
3921,Xi'an Grill,Beef Vermicelli (牛肉米线),
3922,Xi'an Grill,Chicken Vermicelli (鸡肉米线),This chicken includes bones and veggies.
3923,Xi'an Grill,Hot and Spicy Vermicelli (麻辣米线),
3924,Xi'an Grill,Beef Offal Vermicelli Stew (牛杂米线),
3925,Xi'an Grill,Spicy Sour Rice Noodles (酸辣米线),
3926,Xi'an Grill,Mountain Qi Minced Vermicelli (臊子米线),
3927,Xi'an Grill,Tomato and Egg Rice Vermicelli (西红柿米线),
3928,Xi'an Grill,Fatty Beef Vermicelli (肥牛米线),
3929,Xi'an Grill,Veggie Rice Vermicelli (蔬菜米线),
3930,Xi'an Grill,Chinese Ice Tea (冰红茶),
3931,Xi'an Grill,Peach Pudding Flavor Drink (蜜桃小酪),
3932,Xi'an Grill,Energy Drink,
3933,Xi'an Grill,Bottled Original Milk Tea (阿萨姆 奶茶),
3934,Xi'an Grill,Milk Drink (旺仔牛奶),
3935,Xi'an Grill,Sprite (Can),
3936,Xi'an Grill,Coke Cola (Can),
3937,Xi'an Grill,Pepsi (Can),
3938,Xi'an Grill,Chinese Herb Tea (王老吉),
3939,Xi'an Grill,Water 水,
3940,Xi'an Grill,Chicken Lo Mein Soup (鸡肉阳春面),
3941,Xi'an Grill,Beef Offal Lo Mein Noodle Soup (牛杂阳春面),
3942,Xi'an Grill,Pork Rib Lo Mein Noodle Soup (排骨阳春面),
3943,Xi'an Grill,Beef Lo Mein Soup (牛肉阳春面),
3944,Xi'an Grill,Fatty Beef Lo Mein Soup (肥牛阳春面),
3945,Xi'an Grill,Mountain Qi Pork Minced (臊子阳春面),
3946,Xi'an Grill,Tomato Egg Skinny Noodle (西红柿阳春面),
3947,Xi'an Grill,Roast Duck RICE 琵琶鸭饭,
3948,Xi'an Grill,RoastDuck Handmade Noodle Soup 琵琶鸭面,
3949,Xi'an Grill,RoastDuck Udon Soup琵琶鸭乌冬面,
3950,Xi'an Grill,Roast Duck Oil Dry Spicy Noodle琵琶鸭油泼面,
3951,Honey Baked Ham,Country Cornbread Stuffing,"The one thing that your meal should not be without is our Country Cornbread Stuffing. Regardless of your main dish, leave your guests wanting more at every bite with our sweet and savory cornbread tossed with creamy butter, celery, onion & rosemary. Side arrives frozen. Just Heat and Serve."
3952,Honey Baked Ham,Tavern Club Sandwich,"Honey Baked Ham and smoked Turkey Breast piled high with bacon, cheddar cheese, lettuce, tomato, Duke’s® Mayonnaise and Honey Mustard on multigrain bread."
3953,Honey Baked Ham,Double Cheddar Macaroni and Cheese,"This sensational side combines tender corkscrew pasta tossed in creamy white cheddar cheese sauce, topped with cheddar cheese. Kids love it as well as adults. It makes a delicious accompaniment to the Honey Baked Ham as well as our many other specialty meats. It's as good as homemade and a lot less work. Side arrives frozen. Just Heat and Serve."
3954,Honey Baked Ham,Turkey Gravy,"Whether you are celebrating a romantic evening, a holiday or some other type of festive occasion, the one thing that your meal should not be without is our HoneyBaked Roasted Turkey Gravy. With a rich oven-roasted taste it pairs well with everything! Side arrives frozen. Just Heat and Serve."
3955,Honey Baked Ham,Loaded Smashed Potatoes,"This will be your next family favorite! The loaded smashed potatoes features smashed russet potatoes smothered with butter, cheddar cheese, crispy bacon and chives. Serves 2-4. Sides arrive frozen, Just Heat and Serve"
3956,Honey Baked Ham,Ham Classic Sandwich,"Honey Baked Ham topped with Swiss cheese, lettuce, tomato, Duke’s® mayonnaise, and hickory honey mustard on a flaky croissant."
3957,Honey Baked Ham,1lb Smoked Turkey Slices Dinner,"Serve our 1lb Smoked Turkey Slices Dinner any night of the week! This meal includes 1lb of our signature Smoked Turkey Breast Slices, a Mac Heat & Serve Side Dish (simply bake or microwave) and a 4-pack of King's Hawaiian Rolls. Serves up to 2."
3958,Honey Baked Ham,Quarter Honey Baked Ham 4-5.5lb,"Always moist and tender Bone-In Quarter Ham, smoked for up to 24 hours with our special blend of hardwood chips then hand-crafted with our sweet & crunchy glaze. Perfect for smaller gatherings our Bone-In Quarter Ham has the same tender slices and the same crunchy glaze as our signature Honey Baked Ham, Bone-In Half but for smaller guest lists. Spiral sliced, fully-cooked and ready to serve for convenience."
3959,Honey Baked Ham,The HoneyBaked,"Honey Baked Ham topped with Swiss cheese, lettuce, tomato, pickles, crispy onions, Duke’s® Honey Mustard, and sweet honey glaze on ciabatta."
3960,Honey Baked Ham,Turkey Bacon Ranch Sandwich,"Smoked Honey Baked Turkey Breast, cheddar cheese, bacon, lettuce, tomato, red onion and Duke’s® buttermilk ranch on multigrain bread."
3961,Honey Baked Ham,Maple Sweet Potato Souffle,"Our special recipe takes generous slices of select sweet potatoes and whips them into a creamy, smooth soufflé with brown sugar and spices, topped with crunchy pecans. All you do is bake to perfection. Side arrives frozen. Just Heat and Serve."
3962,Honey Baked Ham,Pumpkin Pie,"Fully baked and seasoned with All-Spice, Cinnamon, Cloves, Ginger & Nutmeg."
3963,Honey Baked Ham,Tuscan-Style Broccoli,"Farm-fresh broccoli with a healthy dose of out-of-this-world flavor makes this dish welcome at any table. Ready to roast tuscan-style broccoli tossed with lemon, garlic, olive oil and parmesan cheese. A delicious new take on a family favorite! Side arrives frozen. Just Heat and Serve."
3964,Honey Baked Ham,HoneyBaked Beans,A blend of Great Northern Beans and Black-Eyed Peas with Honey Baked Ham in a Zesty Sauce. Serves 4-6. Side arrives frozen. Just heat and serve.
3965,Honey Baked Ham,Roasted Tomato & Cheddar Sandwich,"Roasted tomatoes topped with lettuce, pickled onions, crispy onions, slice of cheddar, Honey Mustard, more lettuce and Duke’s® Mayonnaise on ciabatta"
3966,Honey Baked Ham,Ham Salad Sandwich,"Honey Baked Ham Salad topped with lettuce, tomato, and Duke’s® mayonnaise on multigrain bread."
3967,Honey Baked Ham,Chicken Salad Sandwich,Freshly made Chicken Salad with lettuce and tomato on a flaky croissant
3968,Honey Baked Ham,Ham & Swiss Slider 3-Pack,Warm Honey Baked Ham and melted Swiss Cheese on King’s Hawaiian Rolls. Topped with Pickle Chips and our sweet and savory melted Honey Glaze Garlic Butter.
3969,Honey Baked Ham,1lb Ham Slices Dinner,"Serve our 1lb Ham Slices Dinner any night of the week! This meal includes 1lb of our signature Honey Baked Ham Slices, a Cheesy Potatoes Au Gratin Heat & Serve Side Dish (simply bake or microwave) and a 4-pack of King's Hawaiian Rolls. Serves up to 2."
3970,Honey Baked Ham,Roasted Turkey Classic Sandwich,"Roasted Honey Baked Turkey Breast topped with Swiss cheese, lettuce, tomato, Duke’s® mayonnaise, and hickory honey mustard on a baker’s roll."
3971,Honey Baked Ham,Quarter Honey Baked Ham 4-5.5lb,"Always moist and tender Bone-In Quarter Ham, smoked for up to 24 hours with our special blend of hardwood chips then hand-crafted with our sweet & crunchy glaze. Perfect for smaller gatherings our Bone-In Quarter Ham has the same tender slices and the same crunchy glaze as our signature Honey Baked Ham, Bone-In Half but for smaller guest lists. Spiral sliced, fully-cooked and ready to serve for convenience."
3972,Honey Baked Ham,The HoneyBaked,"Honey Baked Ham topped with Swiss cheese, lettuce, tomato, pickles, crispy onions, Duke’s® Honey Mustard, and sweet honey glaze on ciabatta."
3973,Honey Baked Ham,Tavern Club Sandwich,"Honey Baked Ham and smoked Turkey Breast piled high with bacon, cheddar cheese, lettuce, tomato, Duke’s® Mayonnaise and Honey Mustard on multigrain bread."
3974,Honey Baked Ham,1lb Smoked Turkey Slices Dinner,"Serve our 1lb Smoked Turkey Slices Dinner any night of the week! This meal includes 1lb of our signature Smoked Turkey Breast Slices, a Mac Heat & Serve Side Dish (simply bake or microwave) and a 4-pack of King's Hawaiian Rolls. Serves up to 2."
3975,Honey Baked Ham,Country Cornbread Stuffing,"The one thing that your meal should not be without is our Country Cornbread Stuffing. Regardless of your main dish, leave your guests wanting more at every bite with our sweet and savory cornbread tossed with creamy butter, celery, onion & rosemary. Side arrives frozen. Just Heat and Serve."
3976,Honey Baked Ham,Tavern Club Sandwich,"Honey Baked Ham and smoked Turkey Breast piled high with bacon, cheddar cheese, lettuce, tomato, Duke’s® Mayonnaise and Honey Mustard on multigrain bread."
3977,Honey Baked Ham,The HoneyBaked,"Honey Baked Ham topped with Swiss cheese, lettuce, tomato, pickles, crispy onions, Duke’s® Honey Mustard, and sweet honey glaze on ciabatta."
3978,Honey Baked Ham,Ham Classic Sandwich,"Honey Baked Ham topped with Swiss cheese, lettuce, tomato, Duke’s® mayonnaise, and hickory honey mustard on a flaky croissant."
3979,Honey Baked Ham,Garlic Herb Turkey & Cheddar Slider 3-Pack,"Warm Roasted Turkey Breast and melted Cheddar Cheese on King’s Hawaiian Rolls. Topped with Hickory Honey Mustard, Pickle chips and our melted savory Garlic Herb Butter"
3980,Honey Baked Ham,BBQ Smoked Stacker Sandwich,"Honey Baked Ham, bacon, cheddar cheese, lettuce, tomato, red onion and smoky BBQ sauce on ciabatta."
3981,Honey Baked Ham,Roasted Turkey Classic Sandwich,"Roasted Honey Baked Turkey Breast topped with Swiss cheese, lettuce, tomato, Duke’s® mayonnaise, and hickory honey mustard on a baker’s roll."
3982,Honey Baked Ham,Ham Salad Sandwich,"Honey Baked Ham Salad topped with lettuce, tomato, and Duke’s® mayonnaise on multigrain bread."
3983,Honey Baked Ham,Turkey Bacon Ranch Sandwich,"Smoked Honey Baked Turkey Breast, cheddar cheese, bacon, lettuce, tomato, red onion and Duke’s® buttermilk ranch on multigrain bread."
3984,Honey Baked Ham,Ham & Swiss Slider 3-Pack,Warm Honey Baked Ham and melted Swiss Cheese on King’s Hawaiian Rolls. Topped with Pickle Chips and our sweet and savory melted Honey Glaze Garlic Butter.
3985,Honey Baked Ham,Smoked Turkey Classic Sandwich,"Smoked Honey Baked Turkey Breast topped with Swiss cheese, lettuce, tomato, Duke’s® mayonnaise, and hickory honey mustard on a baker’s roll."
3986,Honey Baked Ham,Chicken Salad Sandwich,Freshly made Chicken Salad with lettuce and tomato on a flaky croissant
3987,Honey Baked Ham,Roasted Tomato & Cheddar Sandwich,"Roasted tomatoes topped with lettuce, pickled onions, crispy onions, slice of cheddar, Honey Mustard, more lettuce and Duke’s® Mayonnaise on ciabatta"
3988,Honey Baked Ham,Ham & Cheddar Biscuit 3-Pack,Our Honey Baked Ham and Cheddar Cheese on mini Southern-Style Buttermilk Biscuits. Served with our savory Garlic Herb Butter and Sweet Honey Glaze Sauce.
3989,Honey Baked Ham,BIG Game Sandwich Pack,"Whether you're heading to a tailgate or watching the game at home with friends, HoneyBaked has got you covered. Our Big Game Sandwich Pack comes with everything you need to cheer your team on. It includes 5 Ham Classics, 5 Roasted Turkey Classics, and chips. Serves 10+."
3990,Honey Baked Ham,Sandwich Playmaker Pack,"Whether you're heading to a tailgate or watching the game at home with friends, HoneyBaked has got you covered. Our Playmaker Sandwich Pack comes with everything you need to cheer your team on. It includes Honey Baked Ham and Roasted Turkey Breast, Baker's Rolls and croissants, Swiss and cheddar cheese, lettuce, tomato, condiments, deli sides (potato salad and Broccoli Bacon Bliss),  and cookies. Serves 10+."
3991,Honey Baked Ham,Half Ham Playmaker Pack,"Whether you're heading to a tailgate or watching the game at home with friends, HoneyBaked has got you covered. Our Half Ham Playmaker Pack comes with everything you need to be the star of the big game. It includes an 8lb Bone-in Half Ham, 2lbs of potation salad, 2lbs of Broccoli Bacon Bliss, and 2 12-packs of King's Hawaiian Rolls. Serves 12-16"
3992,Honey Baked Ham,1lb Ham Slices Dinner,"Serve our 1lb Ham Slices Dinner any night of the week! This meal includes 1lb of our signature Honey Baked Ham Slices, a Cheesy Potatoes Au Gratin Heat & Serve Side Dish (simply bake or microwave) and a 4-pack of King's Hawaiian Rolls. Serves up to 2."
3993,Honey Baked Ham,Ham Classic Sandwich 4-Pack,The perfect on-the-go meal! The Ham Classic Sandwich 4-Pack includes 4 Ham Classic Sandwiches and 4 bags of Deep River Kettle Cooked Chips. Serves 4.
