id,restaurant_name,menu_item,Calories,Carbs,Protein,Fat,restaurant_id
3779,Lychee Restaurant #2,Steamed Broccoli,31,6,3,0,30
3780,Lychee Restaurant #2,Steamed Chicken w. Broccoli,280,10,42,8,30
3781,Lychee Restaurant #2,Steamed Chicken w. Veg.,220,8,35,5,30
3782,Lychee Restaurant #2,Steamed Fresh Mixed Vegs.,100,20,5,0,30
3783,Lychee Restaurant #2,Steamed Seafood Delight,320,10,48,8,30
3784,Lychee Restaurant #2,Steamed Shrimp w.Broccoli,220,10,28,8,30
3785,Lychee Restaurant #2,Steamed Shrimp w.Veg.,220,10,26,6,30
3786,Lychee Restaurant #2,Steamed Tofu w. Veg.,150,10,14,8,30
3787,Lychee Restaurant #2,Beef w.Scallop,700,45,55,30,30
3788,Lychee Restaurant #2,Classic Garlic Souce,700,85,40,22,30
3789,Lychee Restaurant #2,General Tso's Chicken(Wheat Meat),1600,170,70,70,30
3790,Lychee Restaurant #2,Happy Family,1200,100,80,60,30
3791,Lychee Restaurant #2,"Hawaii Five ""O""",900,80,60,35,30
3792,Lychee Restaurant #2,Honey Chicken(Wheat Meat),320,40,14,12,30
3793,Lychee Restaurant #2,House Special Pan Fried Noodle,900,98,40,40,30
3794,Lychee Restaurant #2,Hunan Delight,700,85,40,20,30
3795,Lychee Restaurant #2,Mongolian Beef w. Scallion,800,95,40,25,30
3796,Lychee Restaurant #2,Moo Shu Beef,420,45,25,15,30
3797,Lychee Restaurant #2,Moo Shu Chicken,420,45,20,16,30
3798,Lychee Restaurant #2,Moo Shu Pork,900,80,40,40,30
3799,Lychee Restaurant #2,Moo Shu Shrimp,420,45,25,15,30
3800,Lychee Restaurant #2,Orange Beef,900,115,30,35,30
3801,Lychee Restaurant #2,Orange Chicken(Wheat Meat),650,91,24,21,30
3802,Lychee Restaurant #2,Scallops w. Mixed Vegs.,220,10,25,8,30
3803,Lychee Restaurant #2,Seafood Delight,700,50,60,30,30
3804,Lychee Restaurant #2,Seafood Pan Fried Noodles,750,90,45,25,30
3805,Lychee Restaurant #2,Sesame Chicken(Wheat Meat),890,115,40,30,30
3806,Lychee Restaurant #2,Subgum Wonton,900,100,40,35,30
3807,Lychee Restaurant #2,Triple Szechuan,900,70,60,40,30
3808,Lychee Restaurant #2,Beef Egg Foo Young,750,35,55,45,30
3809,Lychee Restaurant #2,Chicken Egg Foo Yong,300,8,18,22,30
3810,Lychee Restaurant #2,House Special Egg Foo Young,750,35,45,45,30
3811,Lychee Restaurant #2,Pork Egg Foo Yong,350,15,25,22,30
3812,Lychee Restaurant #2,Shrimp Egg Foo Yong,300,10,18,20,30
3813,Lychee Restaurant #2,Veg Egg Foo Yong,300,8,18,22,30
3814,Lychee Restaurant #2,Kid Honey Chicken,300,40,14,10,30
3815,Lychee Restaurant #2,Kid Plain Fried Rice,450,80,8,10,30
3816,Lychee Restaurant #2,Kid Plain Lo Mein,200,38,7,2,30
3817,Lychee Restaurant #2,Kid Sauteed Broccoli,70,10,2,4,30
3818,Lychee Restaurant #2,Kid Sweet & Sour Chicken,430,55,14,16,30
3819,Lychee Restaurant #2,Appetizer,150,18,3,7,30
3820,Lychee Restaurant #2,Beef,250,0,26,15,30
3821,Lychee Restaurant #2,Fried Rice,333,38,9,15,30
3822,Lychee Restaurant #2,Noodles,220,40,7,3,30
3823,Lychee Restaurant #2,Pork,260,0,22,18,30
3824,Lychee Restaurant #2,Poultry,220,5,24,12,30
3825,Lychee Restaurant #2,Shrimp,120,1,24,2,30
3826,Lychee Restaurant #2,Vegetable,150,18,4,7,30
3827,Lychee Restaurant #2,Black bean sauce,70,9,3,2,30
3828,Lychee Restaurant #2,Brown Rice (Qt),216,45,5,2,30
3829,Lychee Restaurant #2,Brown Rice(S),218,45,5,1.5,30
3830,Lychee Restaurant #2,Brown sauce,40,10,0,0,30
3831,Lychee Restaurant #2,Crispy Noodles,450,65,8,18,30
3832,Lychee Restaurant #2,Curry Sauce,300,10,2,28,30
3833,Lychee Restaurant #2,Duck Sauce,42,10,0,0,30
3834,Lychee Restaurant #2,Dumpling Sauce,40,10,0,0,30
3835,Lychee Restaurant #2,Garlic sauce,150,10,2,10,30
3836,Lychee Restaurant #2,General Tso's Sauce,300,40,2,15,30
3837,Lychee Restaurant #2,Hot Oil,120,1,0,14,30
3838,Lychee Restaurant #2,Hot Spicy Sauce,80,10,1,4,30
3839,Lychee Restaurant #2,Hunan sauce,70,7,1,4,30
3840,Lychee Restaurant #2,Mustard,3,0,0,0,30
3841,Lychee Restaurant #2,Orange Sauce,100,25,1,0,30
3842,Lychee Restaurant #2,Peking Sauce,300,45,15,8,30
3843,Lychee Restaurant #2,Soy Sauce,8,1,1,0,30
3844,Lychee Restaurant #2,Sweet sour sauce,130,35,0,0,30
3845,Lychee Restaurant #2,Szechuan sauce,40,8,1,0,30
3846,Lychee Restaurant #2,White Rice(S),200,45,4,0,30
3847,Lychee Restaurant #2,White Rice (L),675,148,13,1,30
3848,Lychee Restaurant #2,White Sauce,70,2,1,7,30
3849,Lychee Restaurant #2,Coke,140,39,0,0,30
3850,Lychee Restaurant #2,Diet Coke,1,0,0,0,30
3851,Lychee Restaurant #2,Iced Tea Can,90,22,0,0,30
3852,Lychee Restaurant #2,Mountain Dew Can,150,41,0,0,30
3853,Lychee Restaurant #2,Sprite,140,38,0,0,30
3854,Lychee Restaurant #2,Water,0,0,0,0,30
3855,Xi'an Grill,Beef Hot Spicy Pot (肥牛麻辣香锅),900,85,40,40,31
3856,Xi'an Grill,Hot and Spicy Chicken Platter (大盘鸡),900,70,60,40,31
3857,Xi'an Grill,Spicy Broth (麻辣烫),600,30,40,35,31
3858,Xi'an Grill,Fatty Beef Oil Sprinkled Handmade Noodles (肥牛 油泼面),900,110,35,35,31
3859,Xi'an Grill,Roast Duck Over Rice (琵琶鸭饭),600,80,25,20,31
3860,Xi'an Grill,BBQ LAMB 烤羊肉串卷,400,30,25,20,31
3861,Xi'an Grill,BBQ Chicken burritos,600,55,40,22,31
3862,Xi'an Grill,BBQ Beef Burrito,650,55,30,35,31
3863,Xi'an Grill,Beef Hot Spicy Pot (肥牛麻辣香锅),900,45,40,55,31
3864,Xi'an Grill,Vegetable Hot Spicy Pot (蔬菜麻辣香锅),600,85,15,20,31
3865,Xi'an Grill,Roast Duck Over Rice (琵琶鸭饭),900,110,50,30,31
3866,Xi'an Grill,Beef Stew with White Rice (牛肉饭),700,85,35,20,31
3867,Xi'an Grill,Hot and Spicy Chicken Platter (大盘鸡),900,80,60,35,31
3868,Xi'an Grill,Pork Spare Ribs with White Rice (排骨饭),900,75,50,40,31
3869,Xi'an Grill,Tomato Egg (西红柿鸡蛋饭),380,59,15,8,31
3870,Xi'an Grill,Roast Duck Sprinkle Noodle Spicy (琵琶鸭油泼面),900,120,35,30,31
3871,Xi'an Grill,Chicken Spicy POT 鸡肉麻辣香锅,1200,70,60,70,31
3872,Xi'an Grill,Roast Duck Ramen Noodles Soup,950,120,40,35,31
3873,Xi'an Grill,White Rice (白饭),205,45,4,0,31
3874,Xi'an Grill,Chicken Leg Quarter with Rice (鸡肉饭),600,70,40,15,31
3875,Xi'an Grill,Roast Duck Udon Soup,650,95,25,18,31
3876,Xi'an Grill,"Chicken Wing (1 pc), Lamb, Beef",700,45,60,30,31
3877,Xi'an Grill,"Chicken, Lamb, Beef Skewer",650,45,40,35,31
3878,Xi'an Grill,"Chicken, Sausage, Beef",900,95,60,35,31
3879,Xi'an Grill,"Beef Tendon, Lamb , Beef",650,45,40,35,31
3880,Xi'an Grill,"Fish Tofu , Beef , Chicken",650,45,60,25,31
3881,Xi'an Grill,Beef Udon Soup (牛肉乌冬面),450,65,23,10,31
3882,Xi'an Grill,Pork Spare Rib Udon Soup (排骨乌冬面),650,85,25,20,31
3883,Xi'an Grill,Chicken Udon Soup (鸡肉乌冬面),360,56,25,4,31
3884,Xi'an Grill,Mountain Qi Pork Minced Udon Soup (臊子乌冬面),450,74,22,8,31
3885,Xi'an Grill,Veggie Udon Soup (蔬菜乌冬面),200,42,8,1,31
3886,Xi'an Grill,Beef Offal Udon Soup (牛杂乌冬面),650,85,30,20,31
3887,Xi'an Grill,Tomato Egg Udon Soup (西红柿乌冬面),450,80,14,10,31
3888,Xi'an Grill,Fat Cattle Udon Soup (肥牛乌冬),450,69,23,10,31
3889,Xi'an Grill,Beef On Stick 牛肉串/pc,190,5,13,14,31
3890,Xi'an Grill,Lamb On Stick 1PC 羊肉串,100,1,7,8,31
3891,Xi'an Grill,Squid on Stick (鱿鱼串),150,5,18,7,31
3892,Xi'an Grill,Chicken on Stick,110,3,20,2,31
3893,Xi'an Grill,Chicken middle join wing2pc,190,5,17,12,31
3894,Xi'an Grill,Beef Tendon On Stick 牛筋串,200,5,20,12,31
3895,Xi'an Grill,Fatty Beef Oil Sprinkled Handmade Noodles (肥牛 油泼面),700,85,25,25,31
3896,Xi'an Grill,Beef of Algal Oil Sprinkled Handmade Noodles (油泼面牛杂),700,90,30,22,31
3897,Xi'an Grill,Pork Oil Sprinkled Handmade Noodles (臊子油泼面),900,98,28,45,31
3898,Xi'an Grill,Beef Oil Sprinkled Handmade Noodles (牛腩油泼面),1100,130,35,50,31
3899,Xi'an Grill,Pork Rib  Sprinkled Handmade Noodles (排骨 油泼面),700,90,30,25,31
3900,Xi'an Grill,Veggie Oil Sprinkled Handmade Noodles (油泼面),475,75,13,14,31
3901,Xi'an Grill,Beef Stew Soaked Bun (牛肉泡馍),310,45,18,7,31
3902,Xi'an Grill,Kong Dong Stew (关东煮),350,25,25,18,31
3903,Xi'an Grill,Jelly Noodle (凉皮),120,30,0,0,31
3904,Xi'an Grill,Xiao Long Dumpling,220,30,8,8,31
3905,Xi'an Grill,Spicy Broth (麻辣烫),600,18,40,40,31
3906,Xi'an Grill,White Rice (白饭),205,45,4,0.4,31
3907,Xi'an Grill,Shrimp Dumplings (水晶虾饺),180,32,8,2,31
3908,Xi'an Grill,Beef Handmade Noodle Soup (牛肉面),310,45,20,7,31
3909,Xi'an Grill,Beef Offal Handmade Noodle (牛杂手工面),650,85,28,22,31
3910,Xi'an Grill,Pork Spare Ribs Handmade Noodle Soup (排骨面),650,88,32,18,31
3911,Xi'an Grill,Mountain Qi Pork Minced Handmade Noodles (臊子面),550,80,25,15,31
3912,Xi'an Grill,Tomato and Egg Handmade Noodle Soup 西红柿鸡蛋面,350,60,12,7,31
3913,Xi'an Grill,Oil Sprinkled Handmade Noodles (油泼面),550,85,12,18,31
3914,Xi'an Grill,Sesame Cold Noodles (冷面),200,34,6,5,31
3915,Xi'an Grill,Spicy Beef Oil Sprinkled Handmade Noodles (辣牛肉面),700,90,25,25,31
3916,Xi'an Grill,Vegetable Handmade Noodle Soup (蔬菜面),310,65,11,2,31
3917,Xi'an Grill,Beef Handmade Noodle (肥牛手工面),700,90,30,20,31
3918,Xi'an Grill,Chinese Pork Burger (肉夹馍),300,32,14,13,31
3919,Xi'an Grill,Chinese Beef Burger (牛肉夹馍),300,33,18,11,31
3920,Xi'an Grill,Ribs Vermicelli (排骨米线),650,80,25,25,31
3921,Xi'an Grill,Beef Vermicelli (牛肉米线),550,75,25,15,31
3922,Xi'an Grill,Chicken Vermicelli (鸡肉米线),450,55,25,12,31
3923,Xi'an Grill,Hot and Spicy Vermicelli (麻辣米线),360,75,8,4,31
3924,Xi'an Grill,Beef Offal Vermicelli Stew (牛杂米线),450,56,25,15,31
3925,Xi'an Grill,Spicy Sour Rice Noodles (酸辣米线),380,75,10,5,31
3926,Xi'an Grill,Mountain Qi Minced Vermicelli (臊子米线),320,60,8,4,31
3927,Xi'an Grill,Tomato and Egg Rice Vermicelli (西红柿米线),420,75,10,7,31
3928,Xi'an Grill,Fatty Beef Vermicelli (肥牛米线),650,92,25,18,31
3929,Xi'an Grill,Veggie Rice Vermicelli (蔬菜米线),220,42,4,3,31
3930,Xi'an Grill,Chinese Ice Tea (冰红茶),30,8,0,0,31
3931,Xi'an Grill,Peach Pudding Flavor Drink (蜜桃小酪),180,45,0,0,31
3932,Xi'an Grill,Energy Drink,110,28,0,0,31
3933,Xi'an Grill,Bottled Original Milk Tea (阿萨姆 奶茶),160,26,2,5,31
3934,Xi'an Grill,Milk Drink (旺仔牛奶),150,22,8,5,31
3935,Xi'an Grill,Sprite (Can),140,38,0,0,31
3936,Xi'an Grill,Coke Cola (Can),140,39,0,0,31
3937,Xi'an Grill,Pepsi (Can),150,41,0,0,31
3938,Xi'an Grill,Chinese Herb Tea (王老吉),2,1,0,0,31
3939,Xi'an Grill,Water 水,0,0,0,0,31
3940,Xi'an Grill,Chicken Lo Mein Soup (鸡肉阳春面),420,58,22,10,31
3941,Xi'an Grill,Beef Offal Lo Mein Noodle Soup (牛杂阳春面),650,85,40,15,31
3942,Xi'an Grill,Pork Rib Lo Mein Noodle Soup (排骨阳春面),750,92,34,28,31
3943,Xi'an Grill,Beef Lo Mein Soup (牛肉阳春面),420,58,24,10,31
3944,Xi'an Grill,Fatty Beef Lo Mein Soup (肥牛阳春面),500,60,25,18,31
3945,Xi'an Grill,Mountain Qi Pork Minced (臊子阳春面),550,80,25,15,31
3946,Xi'an Grill,Tomato Egg Skinny Noodle (西红柿阳春面),350,60,12,8,31
3947,Xi'an Grill,Roast Duck RICE 琵琶鸭饭,900,110,25,35,31
3948,Xi'an Grill,RoastDuck Handmade Noodle Soup 琵琶鸭面,450,58,25,12,31
3949,Xi'an Grill,RoastDuck Udon Soup琵琶鸭乌冬面,650,95,25,15,31
3950,Xi'an Grill,Roast Duck Oil Dry Spicy Noodle琵琶鸭油泼面,650,85,25,22,31
3951,Honey Baked Ham,Country Cornbread Stuffing,210,32,4,8,32
3952,Honey Baked Ham,Tavern Club Sandwich,720,50,52,35,32
3953,Honey Baked Ham,Double Cheddar Macaroni and Cheese,410,35,18,22,32
3954,Honey Baked Ham,Turkey Gravy,25,3,1,1,32
3955,Honey Baked Ham,Loaded Smashed Potatoes,440,35,15,27,32
3956,Honey Baked Ham,Ham Classic Sandwich,600,50,35,30,32
3957,Honey Baked Ham,1lb Smoked Turkey Slices Dinner,1200,152,88,34,32
3958,Honey Baked Ham,Quarter Honey Baked Ham 4-5.5lb,2800,20,384,180,32
3959,Honey Baked Ham,The HoneyBaked,780,80,35,35,32
3960,Honey Baked Ham,Turkey Bacon Ranch Sandwich,710,56,44,35,32
3961,Honey Baked Ham,Maple Sweet Potato Souffle,280,47,3,9,32
3962,Honey Baked Ham,Pumpkin Pie,320,46,5,13,32
3963,Honey Baked Ham,Tuscan-Style Broccoli,150,10,5,10,32
3964,Honey Baked Ham,HoneyBaked Beans,210,35,12,3,32
3965,Honey Baked Ham,Roasted Tomato & Cheddar Sandwich,620,56,25,34,32
3966,Honey Baked Ham,Ham Salad Sandwich,600,40,25,35,32
3967,Honey Baked Ham,Chicken Salad Sandwich,700,56,33,40,32
3968,Honey Baked Ham,Ham & Swiss Slider 3-Pack,450,35,25,25,32
3969,Honey Baked Ham,1lb Ham Slices Dinner,1200,100,60,50,32
3970,Honey Baked Ham,Roasted Turkey Classic Sandwich,690,57,45,31,32
3971,Honey Baked Ham,Quarter Honey Baked Ham 4-5.5lb,130,2,20,5,32
3972,Honey Baked Ham,The HoneyBaked,780,81,35,35,32
3973,Honey Baked Ham,Tavern Club Sandwich,700,56,35,36,32
3974,Honey Baked Ham,1lb Smoked Turkey Slices Dinner,900,100,60,30,32
3975,Honey Baked Ham,Country Cornbread Stuffing,190,27,4,7,32
3976,Honey Baked Ham,Tavern Club Sandwich,600,50,35,30,32
3977,Honey Baked Ham,The HoneyBaked,780,80,35,35,32
3978,Honey Baked Ham,Ham Classic Sandwich,600,50,35,30,32
3979,Honey Baked Ham,Garlic Herb Turkey & Cheddar Slider 3-Pack,800,85,40,35,32
3980,Honey Baked Ham,BBQ Smoked Stacker Sandwich,700,56,35,35,32
3981,Honey Baked Ham,Roasted Turkey Classic Sandwich,710,57,45,35,32
3982,Honey Baked Ham,Ham Salad Sandwich,700,50,33,40,32
3983,Honey Baked Ham,Turkey Bacon Ranch Sandwich,700,56,45,34,32
3984,Honey Baked Ham,Ham & Swiss Slider 3-Pack,560,42,37,29,32
3985,Honey Baked Ham,Smoked Turkey Classic Sandwich,690,56,45,33,32
3986,Honey Baked Ham,Chicken Salad Sandwich,600,45,20,35,32
3987,Honey Baked Ham,Roasted Tomato & Cheddar Sandwich,600,62,25,28,32
3988,Honey Baked Ham,Ham & Cheddar Biscuit 3-Pack,1200,100,45,65,32
3989,Honey Baked Ham,BIG Game Sandwich Pack,8000,900,400,350,32
3990,Honey Baked Ham,Sandwich Playmaker Pack,12000,800,600,500,32
3991,Honey Baked Ham,Half Ham Playmaker Pack,12800,800,960,720,32
3992,Honey Baked Ham,1lb Ham Slices Dinner,1200,100,60,50,32
3993,Honey Baked Ham,Ham Classic Sandwich 4-Pack,2800,320,140,120,32
3994,Honey Baked Ham,Smoked Turkey Breast Dinner,2500,250,180,100,32
3995,Honey Baked Ham,Smoked Turkey Classic Sandwich 4-Pack,2800,320,160,120,32
3996,Honey Baked Ham,Ham & Smoked Turkey Classic Sandwich 4-Pack,2400,240,120,100,32
3997,Honey Baked Ham,Take & Bake Slider Meal,1200,100,60,60,32
3998,Honey Baked Ham,Ham & Swiss Slider 12-Pack,3200,300,180,170,32
3999,Honey Baked Ham,Turkey & Cheddar Slider 12-Pack,3200,312,144,144,32
4000,Honey Baked Ham,Ham & Cheddar Biscuit Tray,2500,200,100,150,32
4001,Honey Baked Ham,1lb Smoked Turkey Slices Dinner,900,100,70,30,32
4002,Honey Baked Ham,2lb Ham Slices Dinner,2200,200,180,100,32
4003,Honey Baked Ham,Half Boneless Ham Dinner,3200,200,220,170,32
4004,Honey Baked Ham,Pot Roast Dinner,1200,100,60,60,32
4005,Honey Baked Ham,9 lb Honey Baked Ham & Turkey Feast,20000,1500,1800,900,32
4006,Honey Baked Ham,9 lb Signature Honey Baked Ham Meal,7600,600,600,350,32
4007,Honey Baked Ham,Quarter Ham Meal,3500,300,240,150,32
4008,Honey Baked Ham,Boneless Ham & Turkey Holiday Duo,350,10,48,14,32
4009,Honey Baked Ham,6 Sides Sampler,1200,150,30,60,32
4010,Honey Baked Ham,Potato Salad (Single Serving),358,28,7,24,32
4011,Honey Baked Ham,Broccoli Bacon Bliss (Single Serving),190,9,7,14,32
4012,Honey Baked Ham,Deep River Kettle Chips,150,17,2,8,32
4013,Honey Baked Ham,Assorted Cookies,200,31,2,8,32
4014,Honey Baked Ham,"Sprite, 12 fl oz Can",140,38,0,0,32
4015,Honey Baked Ham,Canned Soda,150,39,0,0,32
4016,Honey Baked Ham,"Dasani Water, 20 fl oz Bottle",0,0,0,0,32
4017,Honey Baked Ham,"Coca-Cola, 12 fl oz Can",140,39,0,0,32
4018,Honey Baked Ham,"Diet Coke, 12 fl oz Can",0,0,0,0,32
4019,Honey Baked Ham,HoneyBaked Smoked Turkey Breast,510,10,80,18,32
4020,Honey Baked Ham,HoneyBaked Roasted Turkey Breast,160,2,22,7,32
4021,Honey Baked Ham,10-10.99 lb. Honey Baked Ham,160,2,24,7,32
4022,Honey Baked Ham,8-8.99lb. Honey Baked Ham,3430,150,284,190,32
4023,Honey Baked Ham,9-9.99lb. Honey Baked Ham,280,2,24,18,32
4024,Honey Baked Ham,7-7.99lb. Honey Baked Ham,11440,0,960,720,32
4025,Honey Baked Ham,Whole Boneless HoneyBaked Ham 7.5 lbs.,12000,100,1540,690,32
4026,Honey Baked Ham,Half Boneless HoneyBaked Ham 3-3.99 lbs.,1230,10,105,82,32
4027,Honey Baked Ham,Quarter Honey Baked Ham 4-5.5lb,1400,10,200,80,32
4028,Honey Baked Ham,Cheesy Potatoes Au Gratin,200,23,5,10,32
4029,Honey Baked Ham,Double Cheddar Macaroni and Cheese,410,35,18,22,32
4030,Honey Baked Ham,Maple Sweet Potato Souffle,350,60,4,9,32
4031,Honey Baked Ham,Baked Cinnamon Apples,210,42,0,5,32
4032,Honey Baked Ham,HoneyBaked Beans,210,33,12,3,32
4033,Honey Baked Ham,Loaded Smashed Potatoes,400,35,10,25,32
4034,Honey Baked Ham,Tuscan-Style Broccoli,150,10,5,10,32
4035,Honey Baked Ham,Turkey Gravy,25,2,1,1,32
4036,Honey Baked Ham,Country Cornbread Stuffing,190,27,4,7,32
4037,Honey Baked Ham,Southern Pecan Pie,450,64,5,20,32
4038,Honey Baked Ham,Carrot Cake,560,82,6,24,32
4039,Honey Baked Ham,Cinnamon Walnut Coffee Cake,330,45,5,15,32
4040,Honey Baked Ham,Cheesecake Sampler,2000,250,30,105,32
4041,Honey Baked Ham,Red Velvet Cake,400,35,5,25,32
4042,Honey Baked Ham,Pumpkin Pie,320,46,6,14,32
4043,Honey Baked Ham,Cobb Salad,400,12,22,30,32
4044,Honey Baked Ham,Garden Salad,150,10,8,8,32
4045,Honey Baked Ham,Hickory Honey Mustard,60,11,0,1,32
4046,Honey Baked Ham,Savory Mayo,100,0,0,11,32
4047,Canyon Pizza,"14"" L Pizza",2100,252,93,92,33
4048,Canyon Pizza,"18"" XL Pizza",2856,360,168,96,33
4049,Canyon Pizza,Mozzarella Sticks,800,44,31,53,33
4050,Canyon Pizza,Cheese Stix.,620,75,22,25,33
4051,Canyon Pizza,Pepperoni Rolls.,850,85,35,40,33
4052,Canyon Pizza,BBQ Chicken,350,42,18,12,33
4053,Canyon Pizza,Meat Lovers,350,34,16,17,33
4054,Canyon Pizza,Buffalo Chicken,460,55,25,16,33
4055,Canyon Pizza,Calzone,940,102,45,40,33
4056,Canyon Pizza,Hawaiian,300,35,14,12,33
4057,Canyon Pizza,The Works,310,35,15,14,33
4058,Canyon Pizza,Cinna Stix.,300,58,4,6,33
4059,Canyon Pizza,Chicken Bacon Ranch,460,36,30,22,33
4060,Canyon Pizza,Veggie Lover,260,34,12,9,33
4061,Canyon Pizza,Mac Cheese Bites,580,55,15,32,33
4062,Canyon Pizza,Stromboli,500,50,25,25,33
4063,Canyon Pizza,Caesar Salad,250,16,7,17,33
4064,Canyon Pizza,"12""x9"" Deep Dish Pizza",1300,137,60,58,33
4065,Canyon Pizza,Create Your Own Stix.,800,80,40,40,33
4066,Canyon Pizza,"14"" L Pizza",2070,260,92,72,33
4067,Canyon Pizza,"18"" XL Pizza",2800,340,140,116,33
4068,Canyon Pizza,Cheese Stix.,1500,180,60,70,33
4069,Canyon Pizza,Meat Lovers,330,34,16,15,33
4070,Canyon Pizza,BBQ Chicken,350,35,20,15,33
4071,Canyon Pizza,Cinna Stix.,300,51,4,8,33
4072,Canyon Pizza,Sweet Potato Waffle Fries,365,53,2,17,33
4073,Canyon Pizza,Cranberry Feta Walnut Salad,310,31,6,18,33
4074,Canyon Pizza,Fried Pickle Chips,310,35,4,18,33
4075,Canyon Pizza,"14"" L Pizza",2850,340,140,105,33
4076,Canyon Pizza,"12""x9"" Deep Dish Pizza",1300,150,60,55,33
4077,Canyon Pizza,"18"" XL Pizza",2850,360,126,117,33
4078,Canyon Pizza,"14"" L Gluten-free Pizza",1100,150,40,40,33
4079,Canyon Pizza,Create Your Own,200,10,12,12,33
4080,Canyon Pizza,Caesar Salad,220,12,7,16,33
4081,Canyon Pizza,Buffalo Chicken Salad,450,10,35,29,33
4082,Canyon Pizza,Cranberry Feta Walnut Salad,310,22,5,22,33
4083,Canyon Pizza,Chicken Bacon Ranch Salad,520,12,38,36,33
4084,Canyon Pizza,Dressing Packets,150,1,0,16,33
4085,Canyon Pizza,Meat Lovers,350,35,19,17,33
4086,Canyon Pizza,Buffalo Chicken,350,35,20,15,33
4087,Canyon Pizza,Chicken Bacon Ranch,800,72,58,32,33
4088,Canyon Pizza,BBQ Chicken,300,35,18,9,33
4089,Canyon Pizza,The Works,300,35,14,12,33
4090,Canyon Pizza,Veggie Lover,250,32,12,9,33
4091,Canyon Pizza,Philly Cheese Steak,700,58,35,35,33
4092,Canyon Pizza,Hawaiian,310,35,14,12,33
4093,Canyon Pizza,Spinach & Ricotta,700,82,28,28,33
4094,Canyon Pizza,General Tso's Chicken,450,45,35,15,33
4095,Canyon Pizza,Bacon Cheese Burger,800,40,40,50,33
4096,Canyon Pizza,Tomato & Ricotta w/ Basil,650,75,28,25,33
4097,Canyon Pizza,Spinach & Feta,250,32,10,9,33
4098,Canyon Pizza,Tomato & Feta w/ Basil,250,28,12,10,33
4099,Canyon Pizza,Cheese Stix.,800,98,32,34,33
4100,Canyon Pizza,Pepperoni Rolls.,700,75,25,35,33
4101,Canyon Pizza,Nite Stix.,560,85,20,15,33
4102,Canyon Pizza,Cinna Stix.,320,58,4,8,33
4103,Canyon Pizza,Create Your Own Stix.,750,85,35,32,33
4104,Canyon Pizza,Buffalo Stix.,650,75,35,25,33
4105,Canyon Pizza,Chicken Bacon Ranch Stix.,700,85,45,25,33
4106,Canyon Pizza,Bacon Cheese Burger Stix.,850,85,35,40,33
4107,Canyon Pizza,Waffle Fries,365,47,4,18,33
4108,Canyon Pizza,Mozzarella Sticks,800,68,32,44,33
4109,Canyon Pizza,Onion Rings,480,65,5,22,33
4110,Canyon Pizza,Corn Nuggets,350,45,5,18,33
4111,Canyon Pizza,Mac Cheese Bites,290,31,9,15,33
4112,Canyon Pizza,Tater Tots,250,30,2,14,33
4113,Canyon Pizza,Sweet Potato Waffle Fries,365,49,2,18,33
4114,Canyon Pizza,Jalapeno Poppers,430,35,10,29,33
4115,Canyon Pizza,Funnel Cake Fries,760,92,8,42,33
4116,Canyon Pizza,Fried Pickle Chips,310,34,3,18,33
4117,Canyon Pizza,Spicy Fried Cauliflower,480,53,15,26,33
4118,Canyon Pizza,Fried Green Beans,300,41,5,14,33
4119,Canyon Pizza,Calzone,940,102,45,42,33
4120,Canyon Pizza,Stromboli,900,100,40,40,33
4121,Canyon Pizza,Gatorade,140,36,0,0,33
4122,Canyon Pizza,Water,0,0,0,0,33
4123,Canyon Pizza,2L Bottle,0,0,0,0,33
4124,Canyon Pizza,Ranch (4oz),484,2,1,52,33
4125,Canyon Pizza,Crushed Red Pepper (1oz),88,16,4,3,33
4126,Canyon Pizza,Marinara (4oz),90,13,2,3,33
4127,Canyon Pizza,Parmesan (2oz),220,2,20,14,33
4128,Canyon Pizza,Garlic Salt (1oz),0,0,0,0,33
4129,Canyon Pizza,Spicy Marinara (4oz),80,7,2,5,33
4130,Canyon Pizza,Oregeno (1oz),80,20,2,1,33
4131,Canyon Pizza,Icing (4oz),300,75,0,0,33
4132,Secret Buns,Cheesy Mushroom Arrest Burger,800,40,40,50,34
4133,Secret Buns,The Mac & Cheese Show,810,85,23,43,34
4134,Secret Buns,The Bling Wings ,900,40,50,60,34
4135,Secret Buns,Cosmic Jalapeno Burger,650,40,40,35,34
4136,Secret Buns,Primal Bacon Burger,800,40,50,50,34
4137,Secret Buns,City of BBQ Burger,800,45,40,45,34
4138,Secret Buns,The Classic Guy Burger,490,39,28,24,34
4139,Secret Buns,Cheesy Quest Burger,650,40,40,35,34
4140,Secret Buns,Eggy Baecon Burger,800,45,45,50,34
4141,Secret Buns,In and Out French Fry Burger,950,49,40,60,34
4142,Secret Buns,King Double Classic Burger,800,40,45,50,34
4143,Secret Buns,Cheesy Mushroom Arrest Burger,650,40,40,35,34
4144,Secret Buns,The Bling Wings ,1100,55,70,70,34
4145,Secret Buns,Cosmic Jalapeno Burger,650,40,30,40,34
4146,Secret Buns,Strawberry Patch ,200,42,2,3,34
4147,Secret Buns,Chicken Pesto ,500,50,30,20,34
4148,Secret Buns,City of BBQ Burger,800,45,40,50,34
4149,Secret Buns,In and Out French Fry Burger,850,45,40,55,34
4150,Secret Buns,Cheesy Mushroom Arrest Burger,650,40,40,35,34
4151,Secret Buns,Eggy Baecon Burger,800,40,45,50,34
